"species_id","phenophase_id","common_name","phenophase_description","site_name","elevation_in_meters","elev_bands","tmin_winter","tmin_spring","tmax_winter","tmax_spring","prcp_spring","prcp","acc_prcp","daylength","individual_id","year","day_of_year"
3,483,"red maple","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.6,7.28,6.08,20.48,366,0,1132,41472,33111,2010,276
100,483,"white oak","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.6,7.28,6.08,20.48,366,0,1132,41472,33112,2010,276
82,483,"tuliptree","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.6,7.28,6.08,20.48,366,0,1132,41472,33117,2010,276
823,483,"American hornbeam","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.6,7.28,6.08,20.48,366,0,1132,41472,33122,2010,276
61,483,"sugar maple","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.6,7.28,6.08,20.48,366,0,1132,41472,33123,2010,276
1187,483,"sourwood","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.6,7.28,6.08,20.48,366,0,1132,41472,75418,2010,276
1187,483,"sourwood","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.6,7.28,6.08,20.48,366,0,1132,41472,107337,2010,276
3,483,"red maple","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33251,2010,288
61,483,"sugar maple","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33252,2010,288
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33253,2010,288
61,483,"sugar maple","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33255,2010,288
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33256,2010,288
98,483,"sweet birch","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33257,2010,288
3,483,"red maple","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33260,2010,288
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33262,2010,288
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33245,2010,288
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33263,2010,288
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33264,2010,288
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33247,2010,288
823,483,"American hornbeam","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33266,2010,288
61,483,"sugar maple","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33248,2010,288
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.74,7.22,5.88,20.25,358,0,1150,39744,33250,2010,288
3,483,"red maple","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33214,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33215,2010,289
98,483,"sweet birch","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33217,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33218,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33219,2010,289
98,483,"sweet birch","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33220,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33223,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33224,2010,289
3,483,"red maple","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33225,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33226,2010,289
3,483,"red maple","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33227,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33229,2010,289
82,483,"tuliptree","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33230,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33232,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33233,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33235,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33236,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33237,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33239,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33240,2010,289
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,33241,2010,289
1187,483,"sourwood","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.6,7.28,6.08,20.48,366,0,1165,39744,75836,2010,289
1172,483,"yellow buckeye","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.79,7.22,5.82,20.19,358,0,1161,39398,75834,2010,291
1172,483,"yellow buckeye","Leaves","GRSM-Tremont-Cemetery",435,"<800m",-3.78,7.8,7.29,21.01,480,0,347,42854,75742,2011,78
82,483,"tuliptree","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,0,354,42854,33179,2011,79
82,483,"tuliptree","Leaves","GRSM-Tremont-Cemetery",435,"<800m",-3.78,7.8,7.29,21.01,480,10,357,43546,33205,2011,83
82,483,"tuliptree","Leaves","GRSM-Tremont-Cemetery",435,"<800m",-3.78,7.8,7.29,21.01,480,10,357,43546,33211,2011,83
1172,483,"yellow buckeye","Leaves","GRSM-Tremont-Cemetery",435,"<800m",-3.78,7.8,7.29,21.01,480,10,357,43546,75740,2011,83
1172,483,"yellow buckeye","Leaves","GRSM-Tremont-Cemetery",435,"<800m",-3.78,7.8,7.29,21.01,480,10,357,43546,75741,2011,83
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,10,364,43546,33253,2011,83
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,10,364,43546,33262,2011,83
1172,483,"yellow buckeye","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,10,364,43546,75730,2011,83
3,483,"red maple","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,357,43546,33214,2011,84
3,483,"red maple","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,357,43546,33225,2011,84
3,483,"red maple","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,357,43546,33227,2011,84
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,357,43546,33235,2011,84
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,357,43546,33236,2011,84
3,483,"red maple","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,8,399,44582,32898,2011,90
3,483,"red maple","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,8,399,44582,33111,2011,90
3,483,"red maple","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,8,404,44582,33169,2011,90
82,483,"tuliptree","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,8,404,44582,33175,2011,90
3,483,"red maple","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,8,404,44582,33181,2011,90
1172,483,"yellow buckeye","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,8,404,44582,75737,2011,90
1172,483,"yellow buckeye","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,8,404,44582,75738,2011,90
1172,483,"yellow buckeye","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,8,404,44582,75833,2011,90
1172,483,"yellow buckeye","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,8,404,44582,75834,2011,90
3,483,"red maple","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,0,400,44928,32899,2011,93
823,483,"American hornbeam","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,0,400,44928,32901,2011,93
823,483,"American hornbeam","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,0,400,44928,33104,2011,93
823,483,"American hornbeam","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,0,400,44928,33105,2011,93
823,483,"American hornbeam","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,0,400,44928,33107,2011,93
823,483,"American hornbeam","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,0,400,44928,33108,2011,93
823,483,"American hornbeam","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,0,400,44928,33110,2011,93
82,483,"tuliptree","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,0,400,44928,33117,2011,93
3,483,"red maple","Leaves","GRSM-PKnob Upper Plot",1505,">1300m",-7.66,3.92,3.25,15.37,489,0,446,44928,23058,2011,94
61,483,"sugar maple","Leaves","GRSM-Tremont-Cemetery",435,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45274,33200,2011,97
3,483,"red maple","Leaves","GRSM-Tremont-Cemetery",435,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45274,33206,2011,97
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,0,475,45965,33245,2011,100
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,0,475,45965,33247,2011,100
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,0,475,45965,33250,2011,100
3,483,"red maple","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,0,475,45965,33251,2011,100
61,483,"sugar maple","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,0,475,45965,33252,2011,100
61,483,"sugar maple","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,0,475,45965,33255,2011,100
3,483,"red maple","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,0,475,45965,33260,2011,100
82,483,"tuliptree","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,0,475,45965,33263,2011,100
823,483,"American hornbeam","Leaves","GRSM-Tremont-West Prong",594,"<800m",-3.89,7.71,7.12,20.83,495,0,475,45965,33266,2011,100
98,483,"sweet birch","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,0,474,45965,33166,2011,100
82,483,"tuliptree","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,0,474,45965,33170,2011,100
823,483,"American hornbeam","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,0,474,45965,33172,2011,100
82,483,"tuliptree","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,0,474,45965,33176,2011,100
3,483,"red maple","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,0,474,45965,33180,2011,100
3,483,"red maple","Leaves","GRSM-Tremont-Dorsey Branch",423,"<800m",-3.91,7.72,7.06,20.74,484,0,474,45965,33185,2011,100
61,483,"sugar maple","Leaves","GRSM-Tremont-Cemetery",435,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33208,2011,101
61,483,"sugar maple","Leaves","GRSM-Tremont-Cemetery",435,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33212,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33215,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33218,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33219,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33223,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33224,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33226,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33229,2011,101
82,483,"tuliptree","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33230,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33232,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33233,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33237,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33239,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33240,2011,101
823,483,"American hornbeam","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33241,2011,101
3,483,"red maple","Leaves","GRSM-Tremont-Lagoons",398,"<800m",-3.78,7.8,7.29,21.01,480,0,468,45965,33243,2011,101
3,483,"red maple","Leaves","GRSM-Tremont-Falls Trail",444,"<800m",-3.78,7.8,7.29,21.01,480,12,495,46310,33191,2011,103
61,483,"sugar maple","Leaves","GRSM-Tremont-Falls Trail",444,"<800m",-3.78,7.8,7.29,21.01,480,12,495,46310,33192,2011,103
61,483,"sugar maple","Leaves","GRSM-Tremont-Falls Trail",444,"<800m",-3.78,7.8,7.29,21.01,480,12,495,46310,33193,2011,103
61,483,"sugar maple","Leaves","GRSM-Tremont-Falls Trail",444,"<800m",-3.78,7.8,7.29,21.01,480,12,495,46310,33195,2011,103
823,483,"American hornbeam","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,12,495,46310,29315,2011,103
823,483,"American hornbeam","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,12,495,46310,32900,2011,103
823,483,"American hornbeam","Leaves","GRSM-Tremont-Nature Trail ",405,"<800m",-3.78,7.8,7.29,21.01,480,12,495,46310,32930,2011,103
